,Anthropology Archaeology Concentration B.S.,Anthropology Biological Anthropology Concentration B.S.,Anthropology Cross-Disciplinary Anthropology Concentration B.S.,Anthropology Linguistic Anthropology Concentration B.S.,Anthropology Sociocultural Anthropology Concentration B.S.,Applied Fire Science And Management B.S.,Art Art Education Concentration B.A.,Art Art Studio Concentration B.A.,Art History And Museum Studies B.A.,Biochemistry B.S.,Biology Cellular Molecular Biology Concentration B.S.,Biology Ecology Concentration B.S.,Biology General Biology Concentration B.S.,Biology Microbiology Concentration B.S.,Biology Science Education Concentration B.S.,Botany B.S.,Business Administration Accounting Concentration B.S.,Business Administration Economics Concentration B.S.,Business Administration Finance Concentration B.S.,Business Administration Management And Entrepreneurship Concentration B.S.,Business Administration Marketing Concentration B.S.,Cannabis Studies Environmental Stewardship Concentration B.A.,Cannabis Studies Policy Stewardship Concentration B.A.,Chemistry B.A.,Chemistry B.S.,Child Development And Family Relationships Child And Family Services Concentration B.A.,Child Development And Family Relationships Specialized Studies Concentration B.A.,Child Development And Family Relationships Teaching Concentration B.A.,Communication B.A.,Computer Science B.S.,Criminology And Justice Studies B.A.,Critical Race Gender And Sexuality Studies B.A.,Dance B.A.,Data Science B.S.,Economics B.A.,Energy Systems Engineering B.S.,English B.A.,English English Education Concentration B.A.,Environmental Resources Engineering B.S.,Environmental Science And Management Ecological Restoration Concentration B.S.,Environmental Science And Management Energy And Climate Concentration B.S.,Environmental Science And Management Environmental Education And Interpretation Concentration B.S.,Environmental Science And Management Environmental Planning And Policy B.S.,Environmental Science And Management Geospatial Science Concentration B.S.,Environmental Studies B.A.,Film B.A.,Fine Art B.F.A.,Fisheries Biology Aquaculture Concentration B.S.,Fisheries Biology Freshwater Fisheries Concentration B.S.,Fisheries Biology Marine Fisheries Concentration B.S.,Forestry Fire Management Concentration B.S.,Forestry Forest Hydrology Concentration B.S.,Forestry Forest Operations Concentration B.S.,Forestry Forest Restoration Concentration B.S.,Forestry Forest Soils Concentration B.S.,Forestry Tribal Forestry Concentration B.S.,French And Francophone Studies B.A.,Geography B.A.,Geology B.S.,Geology Geosciences Concentration B.A.,Geospatial Science And Technology Environmental Science And Management Concentration B.S.,Geospatial Science And Technology Social Science Concentration B.S.,History B.A.,History Education Concentration B.A.,Interdisciplinary Studies Individualized Degree Plan Concentration B.A.,International Studies Chinese Studies Concentration B.A.,International Studies Development Studies Concentration B.A.,International Studies European Studies Concentration B.A.,International Studies Global Cultural Studies Concentration B.A.,International Studies Latin American Studies Concentration B.A.,Journalism Media Studies Concentration B.A.,Journalism News Concentration B.A.,Journalism Public Relations Concentration B.A.,Kinesiology Exercise Science Concentration B.S.,Kinesiology Health Promotion Concentration B.S.,Kinesiology Physical Education Teaching Concentration B.S.,Kinesiology Pre-Health Professions Concentration B.S.,Leadership Studies B.A.,Liberal Studies Child Development Special Education Itep Concentration B.A.,Liberal Studies Child Development   Elementary Education Concentration B.A.,Liberal Studies Elementary Education Concentration B.A.,Liberal Studies Elementary Education Itep Concentration B.A.,Marine Biology B.S.,Mathematics B.A.,Mechanical Engineering B.S.,Music Applied Music Concentration B.A.,Music Music Education Pre-Credential Concentration B.A.,Music Music Studies Concentration B.A.,Native American Studies B.A.,Nursing Rn To Bsn Concentration B.S.,Oceanography B.S.,Philosophy B.A.,Physical Science B.A.,Physics Astronomy Concentration B.S.,Physics B.S.,Political Science B.A.,Political Science Global Politics Concentration B.A.,Political Science Law And Policy Concentration B.A.,Political Science Politics Of Environment And Sustainability Concentration B.A.,Psychology B.A.,Rangeland Resource Science B.S.,Rangeland Resource Science Wildland Soil Science Concentration B.S.,Recreation Administration B.A.,Religious Studies B.A.,Social Work B.A.,Sociology B.A.,Software Engineering B.S.,Spanish B.A.,Theatre Arts B.A.,Wildlife Wildlife Ecology Conservation And Management Concentration B.S.,Zoology B.S.
Forestry Forest Restoration Concentration B.S.,0.29958246346555323,0.27145922746781115,0.1980440097799511,0.18579234972677597,0.2313131313131313,0.5717054263565892,0.13856529736358061,0.13261648745519714,0.11685393258426967,0.19292604501607716,0.1903323262839879,0.266016713091922,0.2008230452674897,0.20508982035928144,0.1783783783783784,0.2693069306930693,0.20588235294117646,0.20222929936305734,0.20610687022900764,0.18210609659540775,0.18804780876494023,0.4303630363036304,0.3333333333333333,0.10172272354388844,0.09565217391304348,0.12241379310344827,0.11518324607329843,0.17272104180945852,0.12824675324675325,0.1908580593424218,0.24124513618677043,0.1403705783267827,0.12229299363057325,0.20848845867460908,0.32468879668049794,0.2619047619047619,0.1348314606741573,0.08376963350785341,0.24804585721730069,0.5179361179361179,0.3631361760660248,0.4036363636363636,0.5068043172219615,0.45720361509835195,0.31088082901554404,0.08860759493670886,0.13253012048192772,0.26685198054204307,0.2710721510451787,0.263705759888966,0.7735099337748345,0.7306325515280739,0.8773770491803279,1.0,0.7378640776699029,0.6863130320890635,0.05787781350482315,0.33488372093023255,0.25923682616596,0.233587786259542,0.4071467244179751,0.328274311410905,0.1312533620225928,0.15690269994905756,0.021810250817884406,0.14576802507836992,0.1305398871877518,0.1305753070458953,0.12860892388451445,0.1426448736998514,0.10084033613445378,0.10297029702970296,0.10328638497652583,0.1709653647752395,0.18696883852691218,0.16691729323308271,0.24705882352941178,0.08396946564885496,0.19952774498229045,0.196405648267009,0.17758186397984888,0.16696696696696697,0.2807825086306099,0.13062665489849956,0.2122146822948797,0.10329670329670329,0.08652411735454997,0.08658008658008658,0.1533879374534624,0.09617271835132483,0.174508126603935,0.08385370205173952,0.05005213764337852,0.08888888888888889,0.07971014492753623,0.182328190743338,0.182328190743338,0.1839557399723375,0.182328190743338,0.2062717770034843,0.5313700384122919,0.5277044854881267,0.17535903250188964,0.07869974337040206,0.20608899297423888,0.22237665045170257,0.16220130340333092,0.07048458149779736,0.1146278870829769,0.40613496932515336,0.24119241192411925
Forestry Forest Soils Concentration B.S.,0.3147268408551069,0.2708333333333333,0.19230769230769232,0.16844469399213924,0.2048054919908467,0.44868995633187775,0.13009292351679771,0.12343966712898752,0.11604714415231188,0.18442932728647016,0.2087912087912088,0.287375415282392,0.2115971515768057,0.21014492753623187,0.23462414578587698,0.2665627435697584,0.19056603773584907,0.185546875,0.18923933209647495,0.16682832201745879,0.1798631476050831,0.36477007014809043,0.3073825503355705,0.11550151975683891,0.10675381263616558,0.11637931034482758,0.1137855579868709,0.15647921760391198,0.118,0.20689655172413793,0.2381679389312977,0.11362169141381537,0.11061285500747384,0.1782178217821782,0.2759433962264151,0.22580645161290322,0.09595613433858807,0.061269146608315096,0.23710729104919975,0.42151968940654466,0.3453355155482815,0.39939024390243905,0.421274354923644,0.39296543359611885,0.2600767754318618,0.08466819221967964,0.12184873949579832,0.27340513670256833,0.2765787370103917,0.2696443341604632,0.8231611893583725,0.8748936170212765,0.805877803557618,0.7378640776699029,1.0,0.7737451737451737,0.04743083003952569,0.3157894736842105,0.25792811839323465,0.28014842300556586,0.3541795665634675,0.2792501616031028,0.12046711739397664,0.14673599075678798,0.02335766423357664,0.12835249042145594,0.12091179385530228,0.10950570342205324,0.10990712074303406,0.1310592459605027,0.08193979933110368,0.08106001558846454,0.07942811755361398,0.17066666666666666,0.18305084745762712,0.1621129326047359,0.2526964560862866,0.08823529411764706,0.20930232558139536,0.21116138763197587,0.18436578171091444,0.18143754361479414,0.250996015936255,0.146503884572697,0.17278617710583152,0.09193954659949623,0.07532321528948847,0.07653429602888087,0.1548154815481548,0.08640406607369759,0.2198505869797225,0.08548931383577053,0.0577716643741403,0.10078387458006718,0.09174311926605505,0.1624790619765494,0.1624790619765494,0.16474464579901152,0.1624790619765494,0.1778886118038238,0.5849624060150376,0.6230529595015576,0.15948670944087992,0.08110992529348986,0.223069590085796,0.2203811101905551,0.16362053959965187,0.07087486157253599,0.11312700106723586,0.3590844062947067,0.2491961414790997
Forestry Tribal Forestry Concentration B.S.,0.4104013566986998,0.372743156668608,0.31296171927468097,0.2679528403001072,0.3066012002182215,0.5185185185185185,0.16307277628032346,0.15324165029469547,0.1531986531986532,0.18607954545454544,0.19541206457094307,0.24980605120248253,0.1947565543071161,0.1968040370058873,0.18899273104880582,0.24853801169590642,0.19563318777292577,0.18755635707844906,0.19088564058469476,0.17025089605734767,0.18953068592057762,0.43128654970760233,0.36952380952380953,0.10634328358208955,0.09571286141575275,0.1441263573543929,0.14014014014014015,0.18445121951219512,0.1327188940092166,0.2018181818181818,0.3111111111111111,0.1481028151774786,0.15038650737877723,0.17892976588628762,0.2841100505334082,0.27881297446514836,0.13860103626943004,0.09009009009009009,0.2234762979683973,0.4247881355932203,0.3458301453710788,0.40331222601071604,0.4415322580645161,0.40369088811995385,0.2987551867219917,0.09176225234619395,0.1520158625247852,0.23993808049535603,0.2410179640718563,0.23493044822256567,0.7527512839325018,0.7666666666666667,0.7300435413642961,0.6863130320890635,0.7737451737451737,1.0,0.06381039197812215,0.29896907216494845,0.23138297872340424,0.2407566638005159,0.37058823529411766,0.2928921568627451,0.17289719626168223,0.1949339207048458,0.03116883116883117,0.17183348095659876,0.16087751371115175,0.15285714285714286,0.16122004357298475,0.176814011676397,0.10304449648711944,0.1023391812865497,0.10267857142857142,0.17520661157024794,0.18972332015810275,0.17075232459847844,0.2660882140274765,0.09100998890122086,0.2391725921137686,0.23671155209071582,0.21374045801526717,0.20685111989459815,0.24638592080452545,0.14807302231237324,0.1723202170963365,0.11715481171548117,0.09656652360515021,0.10476190476190476,0.3612040133779264,0.0963302752293578,0.1780821917808219,0.10677618069815195,0.05172413793103448,0.09611451942740286,0.08568443051201671,0.20641125879593433,0.20641125879593433,0.20939183987682833,0.20641125879593433,0.20341614906832298,0.4975265017667845,0.5010956902848794,0.18027210884353742,0.11937377690802348,0.25573192239858905,0.23993808049535603,0.16693679092382496,0.08097165991902834,0.12915851272015655,0.3722184760620364,0.23325808878856283
French And Francophone Studies B.A.,0.09825033647375504,0.10320781032078104,0.11774461028192372,0.19077700568540745,0.10451612903225807,0.08078335373317014,0.09658617818484597,0.09003215434083602,0.09944751381215469,0.06755555555555555,0.07158836689038031,0.05765407554671968,0.050955414012738856,0.07505518763796909,0.052941176470588235,0.08110599078341015,0.0765661252900232,0.06295399515738499,0.06363636363636363,0.06482593037214886,0.08484848484848485,0.07188940092165899,0.0913312693498452,0.030418250950570342,0.030555555555555555,0.09315068493150686,0.09217877094972067,0.08940719144800778,0.08478802992518704,0.06854345165238677,0.10071942446043165,0.15247964470762398,0.08596491228070176,0.0700985761226725,0.07076101468624833,0.06518010291595197,0.17763679619349723,0.18156424581005587,0.055070517125587644,0.08224299065420561,0.08203125,0.0711864406779661,0.078777189888301,0.07443142660234321,0.09225874867444327,0.10650887573964497,0.0943089430894309,0.0753221010901883,0.0721747388414055,0.07319485657764589,0.053703703703703705,0.05322415557830092,0.047488584474885846,0.05787781350482315,0.04743083003952569,0.06381039197812215,1.0,0.09674418604651162,0.06715806715806716,0.0659090909090909,0.08045165843330981,0.09785025945144551,0.15255423372988103,0.13437703848662752,0.049281314168377825,0.13947990543735225,0.14303329223181258,0.24171888988361684,0.360146252285192,0.16812227074235808,0.09418837675350701,0.09585253456221199,0.0942507068803016,0.0668824163969795,0.07739307535641547,0.07111111111111111,0.08,0.05177993527508091,0.125,0.12056737588652482,0.11744386873920552,0.11336032388663968,0.0779816513761468,0.051209103840682786,0.052057094878253565,0.06330935251798561,0.058191018342821,0.06402695871946082,0.10076670317634173,0.044142614601018676,0.04330175913396482,0.06657018813314038,0.015122873345935728,0.04028776978417266,0.04451038575667656,0.12650602409638553,0.12650602409638553,0.1279527559055118,0.12650602409638553,0.1154228855721393,0.04946996466431095,0.05156537753222836,0.060470324748040316,0.12990527740189445,0.06580493537015276,0.07928642220019821,0.06309148264984227,0.1475177304964539,0.10284167794316644,0.09,0.0745697896749522
Geography B.A.,0.31940469376073266,0.2383480825958702,0.23449216087252897,0.21691973969631237,0.25400331308669244,0.3641160949868074,0.19288645690834474,0.19003322259136213,0.19897084048027444,0.1673881673881674,0.14545454545454545,0.2052091554853986,0.13575525812619502,0.15938303341902313,0.1275239107332625,0.18424962852897475,0.17275155832591274,0.16191352345906163,0.15600350569675722,0.16453382084095064,0.17679558011049723,0.2867756315007429,0.3013522215067611,0.08761904761904762,0.08766564729867482,0.11503531786074672,0.10849539406345957,0.15658914728682172,0.17497648165569143,0.15213358070500926,0.19810633648943918,0.17493796526054592,0.17273376159885795,0.18739352640545145,0.27743035815804434,0.20042046250875964,0.16688567674113008,0.13920163766632548,0.2022857142857143,0.3386923901393355,0.266147859922179,0.3062530773018218,0.33537206931702346,0.433411214953271,0.38844899860270143,0.1344717182497332,0.18376928236083165,0.17165354330708663,0.1750380517503805,0.16823899371069181,0.30275913497390006,0.33279483037156704,0.3185840707964602,0.33488372093023255,0.3157894736842105,0.29896907216494845,0.09674418604651162,1.0,0.2213225371120108,0.2331288343558282,0.5041716328963052,0.5900621118012422,0.19644970414201182,0.30211817168338906,0.06149732620320856,0.2565492321589883,0.23507462686567165,0.23947750362844702,0.21845018450184503,0.22939677145284623,0.15409054805401112,0.1575037147102526,0.15431164901664146,0.15993265993265993,0.16733708769107,0.14814814814814814,0.18221895664952242,0.10921501706484642,0.20852459016393443,0.21454283657307416,0.21000704721634955,0.19919786096256684,0.2001274697259401,0.14522821576763487,0.17079889807162535,0.11629315566323441,0.10532030401737243,0.09944751381215469,0.16013628620102216,0.11764705882352941,0.144,0.09033613445378151,0.053164556962025315,0.100418410041841,0.10481283422459893,0.21957040572792363,0.21957040572792363,0.21769772905246673,0.21957040572792363,0.20063191153238547,0.31586503948312994,0.3578322197475872,0.14038128249566725,0.118,0.1564748201438849,0.1984251968503937,0.15181518151815182,0.10559006211180125,0.12,0.2792607802874743,0.1729150726855394
Geology B.S.,0.2208135235076598,0.22487778381314502,0.14507129572225666,0.13467336683417086,0.15840572304547776,0.24399804017638413,0.14925373134328357,0.14173228346456693,0.10518292682926829,0.3002610966057441,0.26287471176018445,0.30148619957537154,0.2634228187919463,0.2802741812642803,0.27414903403863844,0.3002680965147453,0.16233254531126873,0.14436334144363341,0.15073815073815075,0.14193548387096774,0.14285714285714285,0.20911528150134048,0.22366097704532079,0.25752508361204013,0.2377994676131322,0.08970976253298153,0.08726625111308994,0.14345403899721448,0.09760132340777503,0.19607843137254902,0.18828176431863067,0.09670079635949944,0.12152553329023917,0.24242424242424243,0.2656167979002625,0.2898919262555626,0.1211031175059952,0.07836153161175423,0.3217299578059072,0.27137176938369784,0.2529699510831586,0.28847037207165827,0.2808349146110057,0.302475780409042,0.2023549934583515,0.08679593721144968,0.13927916921197311,0.2655367231638418,0.26575342465753427,0.2623413258110014,0.24075319435104237,0.31213872832369943,0.23568575233022637,0.25923682616596,0.25792811839323465,0.23138297872340424,0.06715806715806716,0.2213225371120108,1.0,0.5439005439005439,0.2850877192982456,0.2517084282460137,0.10348583877995643,0.10721649484536082,0.03803131991051454,0.12130885873902633,0.10837438423645321,0.1089238845144357,0.10259826782145237,0.11942554799697656,0.08825622775800712,0.09651474530831099,0.0885558583106267,0.17391304347826086,0.1742260619150468,0.15914307574598316,0.291970802919708,0.0702439024390244,0.1675643327348893,0.1758957654723127,0.16996805111821087,0.15712545676004872,0.31020408163265306,0.2126126126126126,0.2615769712140175,0.08458542014468559,0.07344064386317907,0.06775407779171895,0.11818181818181818,0.0783132530120482,0.35602094240837695,0.06375227686703097,0.19017094017094016,0.2159709618874773,0.21646623496762257,0.14255167498218105,0.14255167498218105,0.14054813773717498,0.14255167498218105,0.20254957507082152,0.22612085769980506,0.25987943737441394,0.10461538461538461,0.05759162303664921,0.20190779014308427,0.17796610169491525,0.187039764359352,0.07913669064748201,0.10471204188481675,0.26509023024268824,0.2807983482450103
Geology Geosciences Concentration B.A.,0.23969072164948454,0.236,0.14937106918238993,0.13098847786537296,0.14727722772277227,0.18470588235294116,0.11207576953433307,0.1083969465648855,0.08650875386199794,0.16624685138539042,0.20416666666666666,0.2630597014925373,0.21856639247943596,0.2139917695473251,0.26005361930294907,0.22762814943527368,0.14439655172413793,0.1412556053811659,0.13107822410147993,0.13125695216907676,0.13916947250280584,0.19808861859252824,0.21649484536082475,0.14502923976608187,0.13231552162849872,0.10301507537688442,0.09718670076726342,0.136986301369863,0.08986175115207373,0.20838052095130238,0.200339558573854,0.0903316866619619,0.0945273631840796,0.20633299284984677,0.20332480818414322,0.21266233766233766,0.10550113036925396,0.09207161125319693,0.21993569131832796,0.2130460801915021,0.22201834862385322,0.30501089324618735,0.22184493491794002,0.3150955833882663,0.16905737704918034,0.0646900269541779,0.10648148148148148,0.23069767441860464,0.23056300268096513,0.23026926648096566,0.24083769633507854,0.3221476510067114,0.23772609819121446,0.233587786259542,0.28014842300556586,0.2407566638005159,0.0659090909090909,0.2331288343558282,0.5439005439005439,1.0,0.24275118004045854,0.2176678445229682,0.10702341137123746,0.1200750469043152,0.05786618444846293,0.13596491228070176,0.1345496009122007,0.10989010989010989,0.10344827586206896,0.11608961303462322,0.09398496240601503,0.09556907037358818,0.09050576752440107,0.16314199395770393,0.16221374045801526,0.13664596273291926,0.2607204116638079,0.07309941520467836,0.16090225563909774,0.1708542713567839,0.16830065359477125,0.1491160645657187,0.23580786026200873,0.18985695708712613,0.16388225934765313,0.07417582417582418,0.06071645415907711,0.06384676775738228,0.13278855975485188,0.06412213740458016,0.30807453416149067,0.06869220607661823,0.11764705882352941,0.1366622864651774,0.14864864864864866,0.14124293785310735,0.14124293785310735,0.13863216266173753,0.14124293785310735,0.18487394957983194,0.21535893155258765,0.2673611111111111,0.09593326381647549,0.06956521739130435,0.22900763358778625,0.19906976744186047,0.16125860373647985,0.07522697795071336,0.084472049689441,0.21011058451816747,0.22302158273381295
Geospatial Science And Technology Environmental Science And Management Concentration B.S.,0.331258975586405,0.3014236622484045,0.2443338861249309,0.2415370539798719,0.2861124013005109,0.4613321412606169,0.24611973392461198,0.24147265836491608,0.19363395225464192,0.23148148148148148,0.2124248496993988,0.2473586078309509,0.1844380403458213,0.2094102054340623,0.1730319563522993,0.2381516587677725,0.2075085324232082,0.18754373687893633,0.19554956169925827,0.1796657381615599,0.19047619047619047,0.3542654028436019,0.3503957783641161,0.1307471264367816,0.12396069538926682,0.14103525881470366,0.13949962092494314,0.21323529411764705,0.19217081850533807,0.2563380281690141,0.24489795918367346,0.17707267144319344,0.17096959265633965,0.3232189973614776,0.44550214183722037,0.3120407009609949,0.17489270386266095,0.11220621683093253,0.27246653919694075,0.48731884057971014,0.45113706207744314,0.450063211125158,0.4852430555555556,0.6815968841285297,0.4258738449176376,0.12509773260359655,0.23786142935079105,0.2704714640198511,0.26811594202898553,0.2664188351920694,0.35650623885918004,0.37088607594936707,0.3627797408716137,0.4071467244179751,0.3541795665634675,0.37058823529411766,0.08045165843330981,0.5041716328963052,0.2850877192982456,0.24275118004045854,1.0,0.7899590163934426,0.16830708661417323,0.19662921348314608,0.062385321100917435,0.19047619047619047,0.1782178217821782,0.19534883720930232,0.1626399528579847,0.1803818301514154,0.1599000624609619,0.17061611374407584,0.15985576923076922,0.21568627450980393,0.2220820189274448,0.20758483033932135,0.26423957721667646,0.11138411138411139,0.23352972683449383,0.22761409589832468,0.22373651334469052,0.21436343852013057,0.28885400313971743,0.2082695252679939,0.24303232998885171,0.12744606121424987,0.11172161172161173,0.09385474860335195,0.19920844327176782,0.11241610738255034,0.18777943368107303,0.08964451313755796,0.0706713780918728,0.12018489984591679,0.11746280344557557,0.20512820512820512,0.20512820512820512,0.2038295243977764,0.20512820512820512,0.24751243781094528,0.37694524495677234,0.3611604499703967,0.19385026737967914,0.09985096870342772,0.218707015130674,0.20347394540942929,0.2857142857142857,0.0871559633027523,0.15797317436661698,0.39046034387132555,0.23165554881746514
Geospatial Science And Technology Social Science Concentration B.S.,0.31964374072241464,0.30675469781615033,0.257323377369328,0.2502360717658168,0.3040767386091127,0.4029506685108345,0.22004608294930875,0.22147273749297358,0.1986111111111111,0.19759036144578312,0.17774667599720084,0.21414665801427643,0.15151515151515152,0.17487855655794587,0.151440329218107,0.19876543209876543,0.20042949176807445,0.18956649522409993,0.192226148409894,0.19298245614035087,0.19705882352941176,0.2765432098765432,0.3579638752052545,0.12537764350453173,0.11633466135458168,0.14703557312252966,0.14068745003996802,0.20588235294117646,0.17352281226626776,0.26479289940828404,0.25136612021857924,0.19936373276776245,0.1635820895522388,0.3149171270718232,0.4485981308411215,0.25044091710758376,0.1870824053452116,0.1374900079936051,0.2183794466403162,0.3747663551401869,0.3296985246953175,0.3175704989154013,0.36493738819320215,0.526686807653575,0.4023130937629079,0.12056151940545004,0.21303116147308782,0.24481865284974094,0.24181360201511334,0.24191461836998707,0.2885448916408669,0.30423280423280424,0.29570552147239265,0.328274311410905,0.2792501616031028,0.2928921568627451,0.09785025945144551,0.5900621118012422,0.2517084282460137,0.2176678445229682,0.7899590163934426,1.0,0.17617107942973523,0.24564796905222436,0.05283757338551859,0.22447501810282405,0.21842496285289748,0.22518159806295399,0.20748925721301412,0.20951068228807718,0.15655577299412915,0.16790123456790124,0.16040100250626566,0.17373461012311903,0.18193803559657218,0.1602787456445993,0.23119266055045873,0.10928013876843018,0.2245692051139522,0.22248947684906795,0.21027761370348494,0.20225988700564973,0.24742268041237114,0.2084006462035541,0.20973348783314022,0.12363636363636364,0.11058601134215501,0.10104529616724739,0.18922651933701656,0.11387900355871886,0.1726844583987441,0.08319738988580751,0.06766917293233082,0.12520325203252033,0.12241521918941274,0.22077073807968647,0.22077073807968647,0.2205029013539652,0.22077073807968647,0.23376623376623376,0.28314337132573486,0.2985811227637261,0.1722689075630252,0.09262166405023547,0.2222222222222222,0.25,0.2772543741588156,0.0967741935483871,0.1271585557299843,0.3273775216138329,0.1846932321315623
History B.A.,0.2427415516420752,0.2323084431429966,0.2372322899505766,0.2747952684258417,0.25496535796766745,0.1760782570031125,0.17951541850220265,0.17751479289940827,0.19078947368421054,0.12528735632183907,0.10205434062292909,0.1011721159777915,0.08857142857142856,0.1012491781722551,0.07567567567567568,0.12352941176470589,0.11238997968855789,0.10964607911172797,0.10568561872909699,0.12292817679558012,0.11944444444444445,0.17529411764705882,0.21814368117461982,0.0584045584045584,0.058426966292134834,0.12788104089219332,0.12021036814425244,0.15571776155717762,0.14537755822159493,0.0670391061452514,0.20961204400694847,0.237029501525941,0.17094017094017094,0.09031413612565445,0.15996213913866542,0.11454239191465469,0.18443496801705758,0.12922614575507138,0.09505703422053231,0.16216216216216217,0.1427699816961562,0.2071278825995807,0.18307426597582038,0.16263310745401743,0.20391843262694923,0.069713400464756,0.1766937669376694,0.09852216748768473,0.10071942446043165,0.0971709717097171,0.12743362831858407,0.11934673366834171,0.11578947368421053,0.1312533620225928,0.12046711739397664,0.17289719626168223,0.15255423372988103,0.19644970414201182,0.10348583877995643,0.10702341137123746,0.16830708661417323,0.17617107942973523,1.0,0.8649906890130353,0.032667876588021776,0.3107460643394935,0.26227208976157085,0.3833718244803695,0.2960795787009947,0.30176355323318094,0.1351518908865468,0.13529411764705881,0.13723150357995226,0.11932555123216602,0.12773951158422042,0.11221122112211221,0.14927113702623906,0.06326034063260341,0.233102714209686,0.24440619621342513,0.22109419063733785,0.20540540540540542,0.11128445137805512,0.06828528072837632,0.08527131782945736,0.11072319201995012,0.09744990892531877,0.09988901220865705,0.20287958115183247,0.06478405315614617,0.06794682422451995,0.09800918836140889,0.019230769230769232,0.06564885496183206,0.06982156710628394,0.28057107386716323,0.28057107386716323,0.2832618025751073,0.28057107386716323,0.1728395061728395,0.1522610188895249,0.15637860082304528,0.10610079575596817,0.14180206794682423,0.1296043656207367,0.1724137931034483,0.08045977011494253,0.11969696969696969,0.10487444608567208,0.1443526170798898,0.11920529801324503
History Education Concentration B.A.,0.27936507936507937,0.26010218300046445,0.2638961038961039,0.2849695916594266,0.2970471573380344,0.19804504887377816,0.17291666666666666,0.17116658176260827,0.18472906403940886,0.12364425162689804,0.10043397396156231,0.11130434782608696,0.08776595744680851,0.10092307692307692,0.07576840600428877,0.12527716186252771,0.11132194813409235,0.11132686084142394,0.1050656660412758,0.12757731958762886,0.11787564766839378,0.20620842572062084,0.25658876181004475,0.054376657824933686,0.05281445448227936,0.13526570048309178,0.1240418118466899,0.17276887871853547,0.12886259040105194,0.0703125,0.21736755871108684,0.2463768115942029,0.17213555675094136,0.09558823529411764,0.17771763644564728,0.13793103448275862,0.18585858585858586,0.12822299651567945,0.11503623188405797,0.20137693631669534,0.16752725186460127,0.23141824025713137,0.21735537190082643,0.19078341013824884,0.2495201535508637,0.07025089605734768,0.17136993329912775,0.10648148148148148,0.11060948081264109,0.10635838150289018,0.14452473596442467,0.1391509433962264,0.1422271223814774,0.15690269994905756,0.14673599075678798,0.1949339207048458,0.13437703848662752,0.30211817168338906,0.10721649484536082,0.1200750469043152,0.19662921348314608,0.24564796905222436,0.8649906890130353,1.0,0.029850746268656716,0.30287539936102237,0.265359477124183,0.3660130718954248,0.29233314947600664,0.2960244648318043,0.13162492719860222,0.13414634146341464,0.13595505617977527,0.1275820170109356,0.13521457965902411,0.118591723285979,0.15722924683892248,0.07479431563201197,0.25012607160867373,0.25121819166215487,0.23015450186467767,0.22006141248720573,0.12136161815490873,0.07454289732770746,0.1068062827225131,0.1204362256993836,0.10608695652173913,0.10598111227701994,0.20465686274509803,0.07339449541284404,0.0823045267489712,0.1049645390070922,0.022435897435897436,0.07072135785007072,0.07035175879396985,0.28338192419825076,0.28338192419825076,0.2858789625360231,0.28338192419825076,0.16357308584686775,0.17396002160994056,0.1850415512465374,0.11166253101736973,0.14540466392318244,0.13248407643312102,0.19560185185185186,0.08502994011976048,0.11095505617977527,0.09053497942386832,0.18447107868681606,0.12011331444759207
Interdisciplinary Studies Individualized Degree Plan Concentration B.A.,0.060396893874029335,0.06323396567299007,0.07963594994311718,0.05732484076433121,0.06377759607522486,0.041315990818668706,0.06636155606407322,0.061068702290076333,0.04152249134948097,0.040100250626566414,0.02821869488536155,0.023564064801178203,0.03056768558951965,0.031088082901554404,0.0339943342776204,0.03430079155672823,0.056074766355140186,0.056112224448897796,0.054249547920433995,0.05138339920948617,0.05220883534136546,0.055408970976253295,0.0538860103626943,0.030303030303030304,0.04071246819338423,0.06947890818858561,0.07712082262210797,0.05128205128205128,0.10947368421052632,0.04081632653061224,0.05605095541401274,0.046875,0.05412054120541206,0.06143344709897611,0.035866780529461996,0.04767580452920143,0.06638115631691649,0.09254498714652956,0.0378657487091222,0.051643192488262914,0.08034433285509325,0.042966042966042964,0.053857350800582245,0.05871886120996441,0.05644644002565747,0.06876790830945559,0.06423034330011074,0.026392961876832845,0.024793388429752067,0.02631578947368421,0.029216467463479414,0.024615384615384615,0.028645833333333332,0.021810250817884406,0.02335766423357664,0.03116883116883117,0.049281314168377825,0.06149732620320856,0.03803131991051454,0.05786618444846293,0.062385321100917435,0.05283757338551859,0.032667876588021776,0.029850746268656716,1.0,0.08477842003853564,0.08264462809917356,0.05822784810126582,0.05997392438070404,0.06451612903225806,0.07451564828614009,0.0633245382585752,0.07084468664850137,0.08333333333333333,0.07633587786259542,0.08376963350785341,0.056921086675291076,0.09621993127147767,0.05976520811099253,0.06741573033707865,0.06498194945848375,0.06387665198237885,0.0326197757390418,0.0425531914893617,0.041666666666666664,0.03198494825964252,0.02073365231259968,0.03488372093023256,0.06825938566552901,0.08396946564885496,0.043689320388349516,0.04395604395604396,0.0594059405940594,0.05434782608695652,0.069164265129683,0.06278026905829596,0.06278026905829596,0.06095791001451379,0.06278026905829596,0.07079646017699115,0.03229813664596273,0.039525691699604744,0.08480565371024736,0.05825242718446602,0.08015267175572519,0.05278592375366569,0.04807692307692308,0.07936507936507936,0.07766990291262135,0.038946162657502864,0.030598052851182198
